Player,Team,Year,Years,Unnamed: 4,Value,APY,Guaranteed,Unnamed: 8,APY as % Of,Unnamed: 10,Inflated,Inflated.1,Inflated.2
Cooper Rush,Cowboys,2022,1.0,,395800.0,395800.0,0.0,,0.20%,,530775.0,530775.0,0.0
Will Grier,Cowboys,2022,1.0,,391911.0,391911.0,0.0,,0.20%,,525560.0,525560.0,0.0
Josh Johnson,Jets,2021,1.0,,343444.0,343444.0,0.0,,0.20%,,525422.0,525422.0,0.0
Sean Mannion,Vikings,2021,1.0,,334000.0,334000.0,0.0,,0.20%,,510974.0,510974.0,0.0
Brett Rypien,Rams,2023,1.0,,410200.0,410200.0,0.0,,0.20%,,509465.0,509465.0,0.0
Mike White,Bills,2024,1.0,,465800.0,465800.0,0.0,,0.20%,,509207.0,509207.0,0.0
Phillip Walker,Browns,2023,1.0,,406311.0,406311.0,0.0,,0.20%,,504635.0,504635.0,0.0
Brett Rypien,Broncos,2019,1.0,,340000.0,340000.0,0.0,,0.20%,,504400.0,504400.0,0.0
Jake Rudock,Dolphins,2019,1.0,,340000.0,340000.0,0.0,,0.20%,,504400.0,504400.0,0.0
Alex McGough,Texans,2019,1.0,,340000.0,340000.0,0.0,,0.20%,,504400.0,504400.0,0.0
Kyle Lauletta,Eagles,2019,1.0,,340000.0,340000.0,0.0,,0.20%,,504400.0,504400.0,0.0
Brett Hundley,Colts,2021,1.0,,320000.0,320000.0,0.0,,0.20%,,489556.0,489556.0,0.0
Jeff Driskel,Texans,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Cooper Rush,Cowboys,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Joshua Dobbs,Lions,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
David Blough,Vikings,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Matt Barkley,Bills,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Nathan Peterman,Bears,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Ryan Griffin,Buccaneers,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Sean Mannion,Seahawks,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Will Grier,Cowboys,2022,1.0,,358200.0,358200.0,0.0,,0.20%,,480353.0,480353.0,0.0
Ben DiNucci,Broncos,2023,1.0,,377600.0,377600.0,0.0,,0.20%,,468977.0,468977.0,0.0
Mike White,Bills,2024,1.0,,424600.0,424600.0,0.0,,0.20%,,464167.0,464167.0,0.0
Phillip Walker,Browns,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Joe Flacco,Browns,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Sean Mannion,Seahawks,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Nathan Peterman,Bears,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Brett Rypien,Seahawks,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Trevor Siemian,Jets,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Joe Flacco,Browns,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Sean Mannion,Seahawks,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Brett Rypien,Rams,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Tim Boyle,Texans,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
David Blough,Lions,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Jeff Driskel,Cardinals,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Joe Flacco,Browns,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Jeff Driskel,Cardinals,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
John Wolford,Buccaneers,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Sean Mannion,Seahawks,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Brett Rypien,Seahawks,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Phillip Walker,Browns,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Will Grier,Bengals,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Tim Boyle,Jets,2023,1.0,,370800.0,370800.0,0.0,,0.20%,,460531.0,460531.0,0.0
Josh Johnson,Jets,2021,1.0,,297722.0,297722.0,0.0,,0.20%,,455474.0,455474.0,0.0
Brian Hoyer,Patriots,2021,1.0,,297722.0,297722.0,0.0,,0.20%,,455474.0,455474.0,0.0
Tyler Bray,Bears,2020,1.0,,323316.0,323316.0,0.0,,0.20%,,455448.0,455448.0,0.0
Sean Mannion,Vikings,2021,1.0,,293000.0,293000.0,0.0,,0.20%,,448250.0,448250.0,0.0
Brett Hundley,Colts,2021,1.0,,293000.0,293000.0,0.0,,0.20%,,448250.0,448250.0,0.0
Josh Johnson,Broncos,2022,1.0,,334222.0,334222.0,0.0,,0.20%,,448198.0,448198.0,0.0
Nick Mullens,Browns,2021,1.0,,289111.0,289111.0,0.0,,0.20%,,442300.0,442300.0,0.0
Matt Barkley,Bears,2016,1.0,,244800.0,244800.0,0.0,,0.20%,,440189.0,440189.0,0.0
Feleipe Franks,Panthers,2024,1.0,,395522.0,395522.0,0.0,,0.20%,,432380.0,432380.0,0.0
Brandon Doughty,Dolphins,2017,1.0,,258400.0,258400.0,0.0,,0.20%,,432008.0,432008.0,0.0
Davis Webb,Giants,2022,1.0,,321666.0,321666.0,0.0,,0.20%,,431360.0,431360.0,0.0
Chris Streveler,Jets,2022,1.0,,321666.0,321666.0,0.0,,0.20%,,431360.0,431360.0,0.0
Brad Kaaya,Lions,2017,1.0,,255000.0,255000.0,0.0,,0.20%,,426323.0,426323.0,0.0
Taylor Heinicke,Patriots,2017,1.0,,255000.0,255000.0,0.0,,0.20%,,426323.0,426323.0,0.0
Tyler Huntley,Ravens,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
Will Grier,Cowboys,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
Mike White,Bills,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
Feleipe Franks,Panthers,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
Daniel Jones,Vikings,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
Tim Boyle,Dolphins,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
Feleipe Franks,Panthers,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
Tim Boyle,Dolphins,2024,1.0,,383400.0,383400.0,0.0,,0.20%,,419128.0,419128.0,0.0
David Fales,Bears,2015,1.0,,212500.0,212500.0,0.0,,0.10%,,414084.0,414084.0,0.0
Garrett Gilbert,Patriots,2022,1.0,,299800.0,299800.0,0.0,,0.10%,,402037.0,402037.0,0.0
Nate Sudfeld,49ers,2021,1.0,,257200.0,257200.0,0.0,,0.10%,,393481.0,393481.0,0.0
Tyler Bray,Bears,2020,1.0,,278187.0,278187.0,0.0,,0.10%,,391876.0,391876.0,0.0
Anthony Brown,Ravens,2022,1.0,,290001.0,290001.0,0.0,,0.10%,,388897.0,388897.0,0.0
Josh Johnson,Broncos,2022,1.0,,288000.0,288000.0,0.0,,0.10%,,386213.0,386213.0,0.0
Jeff Driskel,Texans,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Nick Mullens,Browns,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Kevin Hogan,Titans,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Blake Bortles,Packers,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Matt Barkley,Falcons,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Brett Hundley,Colts,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
DeShone Kizer,Titans,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Matt Barkley,Titans,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Nathan Peterman,Raiders,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Brett Hundley,Colts,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Kevin Hogan,Titans,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Sean Mannion,Vikings,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Garrett Gilbert,Patriots,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Brian Hoyer,Patriots,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Josh Johnson,Jets,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
Blake Bortles,Saints,2021,1.0,,252000.0,252000.0,0.0,,0.10%,,385525.0,385525.0,0.0
A.J. McCarron,Bengals,2023,1.0,,306222.0,306222.0,0.0,,0.10%,,380326.0,380326.0,0.0
Chris Streveler,Jets,2022,1.0,,283444.0,283444.0,0.0,,0.10%,,380104.0,380104.0,0.0
Logan Woodside,Titans,2022,1.0,,283444.0,283444.0,0.0,,0.10%,,380104.0,380104.0,0.0
Jacob Eason,Panthers,2022,1.0,,283444.0,283444.0,0.0,,0.10%,,380104.0,380104.0,0.0
Davis Webb,Giants,2022,1.0,,283444.0,283444.0,0.0,,0.10%,,380104.0,380104.0,0.0
Tommy DeVito,Giants,2023,1.0,,305001.0,305001.0,0.0,,0.10%,,378809.0,378809.0,0.0
Garrett Gilbert,Patriots,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Mike Glennon,Dolphins,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Brett Hundley,NO/BAL,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Kevin Hogan,Titans,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Josh Rosen,Browns,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Mike Glennon,Dolphins,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Tim Boyle,Lions,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Garrett Gilbert,Patriots,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Josh Rosen,Vikings,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
Brett Hundley,Ravens,2022,1.0,,277200.0,277200.0,0.0,,0.10%,,371730.0,371730.0,0.0
A.J. McCarron,Bengals,2023,1.0,,289800.0,289800.0,0.0,,0.10%,,359930.0,359930.0,0.0
Will Grier,Patriots,2023,1.0,,289800.0,289800.0,0.0,,0.10%,,359930.0,359930.0,0.0
Sean Mannion,Vikings,2023,1.0,,289800.0,289800.0,0.0,,0.10%,,359930.0,359930.0,0.0
Matt Barkley,Giants,2023,1.0,,289800.0,289800.0,0.0,,0.10%,,359930.0,359930.0,0.0
Trace McSorley,Bears,2023,1.0,,289800.0,289800.0,0.0,,0.10%,,359930.0,359930.0,0.0
Matt Barkley,Giants,2023,1.0,,289800.0,289800.0,0.0,,0.10%,,359930.0,359930.0,0.0
Trace McSorley,Steelers,2023,1.0,,289800.0,289800.0,0.0,,0.10%,,359930.0,359930.0,0.0
Ben DiNucci,Broncos,2023,1.0,,288666.0,288666.0,0.0,,0.10%,,358521.0,358521.0,0.0
Matt Moore,Chiefs,2020,1.0,,253765.0,253765.0,0.0,,0.10%,,357473.0,357473.0,0.0
B.J. Daniels,Seahawks,2014,1.0,,170000.0,170000.0,0.0,,0.10%,,356872.0,356872.0,0.0
Zac Dysert,Broncos,2014,1.0,,170000.0,170000.0,0.0,,0.10%,,356872.0,356872.0,0.0
Tyler Huntley,Ravens,2020,1.0,,252728.0,252728.0,0.0,,0.10%,,356012.0,356012.0,0.0
Anthony Brown,Ravens,2022,1.0,,262334.0,262334.0,0.0,,0.10%,,351795.0,351795.0,0.0
Jake Browning,Bengals,2022,1.0,,262334.0,262334.0,0.0,,0.10%,,351795.0,351795.0,0.0
Tommy DeVito,Giants,2023,1.0,,275334.0,275334.0,0.0,,0.10%,,341963.0,341963.0,0.0
Josh Woodrum,Ravens,2017,1.0,,204000.0,204000.0,0.0,,0.10%,,341059.0,341059.0,0.0
Tyler Bray,Bears,2018,1.0,,212500.0,212500.0,0.0,,0.10%,,334819.0,334819.0,0.0
Logan Thomas,Dolphins,2015,1.0,,170000.0,170000.0,0.0,,0.10%,,331267.0,331267.0,0.0
Trevor Siemian,Titans,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Will Grier,Eagles,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Trevor Siemian,Titans,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Nathan Peterman,Falcons,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Logan Woodside,Bengals,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Tim Boyle,Giants,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Trevor Siemian,Titans,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Logan Woodside,Bengals,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
C.J. Beathard,Dolphins,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Tim Boyle,Giants,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Brett Rypien,Vikings,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Trevor Siemian,Titans,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
John Wolford,Jaguars,2024,1.0,,302400.0,302400.0,0.0,,0.10%,,330580.0,330580.0,0.0
Jaren Hall,Seahawks,2024,1.0,,301666.0,301666.0,0.0,,0.10%,,329777.0,329777.0,0.0
Sean Clifford,Packers,2024,1.0,,301666.0,301666.0,0.0,,0.10%,,329777.0,329777.0,0.0
Jacob Eason,Panthers,2022,1.0,,245222.0,245222.0,0.0,,0.10%,,328847.0,328847.0,0.0
Chris Streveler,Jets,2022,1.0,,245222.0,245222.0,0.0,,0.10%,,328847.0,328847.0,0.0
Logan Woodside,Titans,2022,1.0,,245222.0,245222.0,0.0,,0.10%,,328847.0,328847.0,0.0
Davis Webb,Giants,2022,1.0,,245222.0,245222.0,0.0,,0.10%,,328847.0,328847.0,0.0
Nate Sudfeld,49ers,2021,1.0,,211400.0,211400.0,0.0,,0.10%,,323413.0,323413.0,0.0
Jordan Rodgers,Jaguars,2013,3.0,,420000.0,140000.0,5000.0,,0.10%,,953366.0,317789.0,11350.0
Tyler Huntley,Ravens,2020,1.0,,225246.0,225246.0,0.0,,0.10%,,317299.0,317299.0,0.0
Jake Luton,Seahawks,2021,1.0,,206266.0,206266.0,0.0,,0.10%,,315559.0,315559.0,0.0
Tyler Bray,Bears,2019,1.0,,212500.0,212500.0,0.0,,0.10%,,315250.0,315250.0,0.0
Michael Pratt,Buccaneers,2024,1.0,,288334.0,288334.0,0.0,,0.10%,,315203.0,315203.0,0.0
Jeff Driskel,Raiders,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Brett Rypien,Bengals,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Will Grier,Cowboys,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
C.J. Beathard,Lions,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Sam Ehlinger,Broncos,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Trevor Siemian,Titans,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Easton Stick,Falcons,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Tyler Huntley,Ravens,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Bailey Zappe,Browns,2025,1.0,,315000.0,315000.0,0.0,,0.10%,,315000.0,315000.0,0.0
Jake Browning,Bengals,2022,1.0,,234667.0,234667.0,0.0,,0.10%,,314693.0,314693.0,0.0
Anthony Brown,Ravens,2022,1.0,,234667.0,234667.0,0.0,,0.10%,,314693.0,314693.0,0.0
Ben DiNucci,Broncos,2023,1.0,,252333.0,252333.0,0.0,,0.10%,,313396.0,313396.0,0.0
Davis Webb,Bills,2021,1.0,,203622.0,203622.0,0.0,,0.10%,,311514.0,311514.0,0.0
Trace McSorley,Ravens,2021,1.0,,203622.0,203622.0,0.0,,0.10%,,311514.0,311514.0,0.0
David Fales,Ravens,2016,1.0,,170000.0,170000.0,0.0,,0.10%,,305687.0,305687.0,0.0
Tommy DeVito,Giants,2023,1.0,,245667.0,245667.0,0.0,,0.10%,,305117.0,305117.0,0.0
Chris Oladokun,Chiefs,2023,1.0,,245667.0,245667.0,0.0,,0.10%,,305117.0,305117.0,0.0
Mike White,Jets,2019,1.0,,204000.0,204000.0,0.0,,0.10%,,302640.0,302640.0,0.0
Luke Falk,Jets,2019,1.0,,204000.0,204000.0,0.0,,0.10%,,302640.0,302640.0,0.0
Jake Browning,Bengals,2021,1.0,,193067.0,193067.0,0.0,,0.10%,,295366.0,295366.0,0.0
Jake Luton,Panthers,2023,1.0,,236111.0,236111.0,0.0,,0.10%,,293248.0,293248.0,0.0
Sean Clifford,Packers,2024,1.0,,263333.0,263333.0,0.0,,0.10%,,287872.0,287872.0,0.0
Jaren Hall,Seahawks,2024,1.0,,263333.0,263333.0,0.0,,0.10%,,287872.0,287872.0,0.0
Matt Moore,Chiefs,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
DeShone Kizer,LV/TEN,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Joe Webb,Lions,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Cooper Rush,Cowboys,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Josh Johnson,49ers,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
David Fales,Jets,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Brandon Allen,Bengals,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Cooper Rush,Giants,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Kevin Hogan,Bengals,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Trevor Siemian,Saints,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Alex Tanney,Giants,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Kevin Hogan,Bengals,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Josh McCown,Eagles,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Joe Webb,Giants,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Mike Glennon,Jaguars,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Taylor Heinicke,Commanders,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Drew Stanton,Buccaneers,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Trevor Siemian,Titans,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Blake Bortles,Broncos,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Cooper Rush,Cowboys,2020,1.0,,204000.0,204000.0,0.0,,0.10%,,287370.0,287370.0,0.0
Reid Sinnett,Bengals,2023,1.0,,228333.0,228333.0,0.0,,0.10%,,283588.0,283588.0,0.0
Michael Pratt,Buccaneers,2024,1.0,,256667.0,256667.0,0.0,,0.10%,,280585.0,280585.0,0.0
Adrian Martinez,Jets,2024,1.0,,256667.0,256667.0,0.0,,0.10%,,280585.0,280585.0,0.0
Jack Plummer,Panthers,2024,1.0,,256667.0,256667.0,0.0,,0.10%,,280585.0,280585.0,0.0
Carter Bradley,Raiders,2024,1.0,,256667.0,256667.0,0.0,,0.10%,,280585.0,280585.0,0.0
Tyler Huntley,Ravens,2020,1.0,,197764.0,197764.0,0.0,,0.10%,,278586.0,278586.0,0.0
Steven Montez,Commanders,2020,1.0,,197764.0,197764.0,0.0,,0.10%,,278586.0,278586.0,0.0
Carson Strong,Cardinals,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Steven Montez,Lions,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Davis Cheek,Panthers,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jarrett Guarantano,Broncos,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Case Cookus,Rams,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Danny Etling,Packers,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
EJ Perry,Jaguars,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Chris Oladokun,Chiefs,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Logan Woodside,Titans,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jake Luton,Saints,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Chase Garbers,Raiders,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jacob Eason,Panthers,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jake Luton,Saints,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Trace McSorley,Cardinals,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jarrett Guarantano,Cardinals,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Kurt Benkert,49ers,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jake Luton,Saints,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
James Morgan,Cardinals,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jake Fromm,Commanders,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jake Browning,Bengals,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Reid Sinnett,Eagles,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jacob Eason,49ers,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Chris Streveler,Jets,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Jarrett Guarantano,Broncos,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Davis Webb,Giants,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Reid Sinnett,Dolphins,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Anthony Brown,Ravens,2022,1.0,,207000.0,207000.0,0.0,,0.10%,,277591.0,277591.0,0.0
Alex McGough,Packers,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Ian Book,Patriots,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Shane Buechele,Bills,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Nathan Rourke,Jaguars,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Malik Cunningham,Patriots,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Ben DiNucci,Broncos,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Holton Ahlers,Seahawks,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Jake Fromm,Commanders,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Malik Cunningham,Patriots,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Kellen Mond,Colts,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
EJ Perry,Jaguars,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Chris Oladokun,Chiefs,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Bailey Zappe,Patriots,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Dresser Winn,Rams,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Max Duggan,Chargers,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Dresser Winn,Rams,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Jacob Eason,Giants,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Drew Plitt,Bengals,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Malik Cunningham,Patriots,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Dresser Winn,Rams,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Jake Luton,Panthers,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Dresser Winn,Rams,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Anthony Brown,Ravens,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Tommy DeVito,Giants,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Holton Ahlers,Seahawks,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
Jake Luton,Panthers,2023,1.0,,216000.0,216000.0,0.0,,0.10%,,268270.0,268270.0,0.0
